"Hospital","State","Local Hospital Network (LHN)","Peer group","Interval","Time period","Patient cohort","Number of surgeries","","Median waiting time (days)",".1","Peer group median (days)",".2","Percentage who waited more than 365 days for surgery",".3","Peer group average",".4"
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S03 General surgery","942","","35","","41","","0.005","","0.0080000000000000002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S03 General surgery","933","","30","","35","","0","","0.0040000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S03 General surgery","815","","27","","35","","0.001","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S03 General surgery","293","","27","","33","","0","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S04 Gynaecology","314","","21","","37","","0","","0.0030000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S04 Gynaecology","127","","62","","35","","0","","0.0070000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S04 Gynaecology","190","","67","","33","","0","","0.005",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S04 Gynaecology","218","","62","","35","","0.005","","0.0040000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S04 Gynaecology","100","","76","","29","","0","","0.001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S06 Ophthalmology","970","","28","","78","","0.001","","0.0070000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S06 Ophthalmology","1082","","28","","80","","0","","0.005",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S06 Ophthalmology","1122","","20","","64","","0","","0.01",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S06 Ophthalmology","1232","","28","","63","","0","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S06 Ophthalmology","466","","28","","77","","0","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S07 Orthopaedic surgery","473","","22","","97","","0.0040000000000000001","","0.051999999999999998",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S07 Orthopaedic surgery","396","","23","","87","","0","","0.033000000000000002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S07 Orthopaedic surgery","475","","26","","81","","0","","0.014",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S07 Orthopaedic surgery","402","","28","","83","","0","","0.017999999999999999",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S07 Orthopaedic surgery","120","","28","","82","","0","","0.025999999999999999",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S08 Plastic surgery","105","","31","","30","","0.01","","0.05",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S08 Plastic surgery","119","","20","","29","","0","","0.019",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S08 Plastic surgery","232","","24","","35","","0","","0.021000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S08 Plastic surgery","421","","23","","33","","0.0070000000000000001","","0.017000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S08 Plastic surgery","130","","14","","38","","0.0080000000000000002","","0.010999999999999999",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S09 Urology","605","","8","","23","","0.002","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S09 Urology","614","","8","","19","","0","","0.0030000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S09 Urology","611","","8","","20","","0","","0.0060000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S09 Urology","655","","8","","20","","0","","0.0030000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S09 Urology","215","","8","","21","","0.005","","0.001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S10 Vascular surgery","219","","74","","113","","0.086999999999999994","","0.17",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S10 Vascular surgery","227","","36","","75","","0.021999999999999999","","0.085",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S10 Vascular surgery","229","","21","","56","","0.0040000000000000001","","0.017999999999999999",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S10 Vascular surgery","224","","29","","84","","0.0040000000000000001","","0.114",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2015–16","S10 Vascular surgery","75","","25","","114","","0","","0.025999999999999999",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2011–12","S11 Other surgery","15","","30","","23","","NP","","0.002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2012–13","S11 Other surgery","11","","21","","37","","NP","","0.0040000000000000001",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2013–14","S11 Other surgery","<5","","NP","","38","","NP","","0.0080000000000000002",""
"Swan District Hospital","WA","Unknown","Medium metropolitan hospitals","FY","2014–15","S11 Other surgery","5","","NP","","28","","NP","","0.002",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2011–12","S03 General surgery","25","","37","","28","","NP","","0.0040000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2012–13","S03 General surgery","29","","30","","27","","NP","","0.002",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2013–14","S03 General surgery","27","","50","","28","","NP","","0.002",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2014–15","S03 General surgery","32","","50","","29","","NP","","0.0030000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2015–16","S03 General surgery","23","","22","","31","","NP","","0.0030000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2016–17","S03 General surgery","32","","22","","Not peered","","NP","","Not peered",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2017–18","S03 General surgery","24","","22","","Not peered","","NP","","Not peered",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2011–12","S04 Gynaecology","<5","","NP","","28","","NP","","0.0030000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2011–12","S11 Other surgery","14","","4","","35","","NP","","0.0070000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2012–13","S11 Other surgery","11","","2","","30","","NP","","0.002",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2013–14","S11 Other surgery","7","","NP","","28","","NP","","0.0030000000000000001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2014–15","S11 Other surgery","<5","","NP","","15","","NP","","0.001",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2015–16","S11 Other surgery","<5","","NP","","14","","NP","","0.002",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2016–17","S11 Other surgery","22","","8","","Not peered","","NP","","Not peered",""
"Warren Hospital","WA","WA Country Health Service","Small hospitals","FY","2017–18","S11 Other surgery","59","","11","","Not peered","","0","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S01 Cardio-thoracic surgery","10","","17","","10","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S01 Cardio-thoracic surgery","7","","NP","","14","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S01 Cardio-thoracic surgery","<5","","NP","","13","","NP","","0",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S02 Ear, nose and throat surgery","449","","62","","76","","0.045","","0.036999999999999998",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S02 Ear, nose and throat surgery","421","","67","","79","","0.045","","0.051999999999999998",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S02 Ear, nose and throat surgery","265","","62","","73","","0.083000000000000004","","0.037999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S02 Ear, nose and throat surgery","396","","204","","74","","0.19700000000000001","","0.037999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S02 Ear, nose and throat surgery","511","","231","","93","","0.34599999999999997","","0.048000000000000001",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S02 Ear, nose and throat surgery","528","","42","","Not peered","","0.11600000000000001","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S02 Ear, nose and throat surgery","411","","24","","Not peered","","0.0070000000000000001","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S03 General surgery","1029","","33","","31","","0.094","","0.02",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S03 General surgery","887","","29","","30","","0.161","","0.027",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S03 General surgery","945","","39","","28","","0.192","","0.017999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S03 General surgery","1041","","43","","28","","0.16300000000000001","","0.017999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S03 General surgery","1270","","48","","29","","0.11700000000000001","","0.014",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S03 General surgery","1121","","20","","Not peered","","0.017999999999999999","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S03 General surgery","1073","","29","","Not peered","","0.0070000000000000001","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S04 Gynaecology","750","","26","","37","","0.0030000000000000001","","0.014",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S04 Gynaecology","655","","39","","36","","0.017999999999999999","","0.012",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S04 Gynaecology","677","","62","","40","","0.0089999999999999993","","0.0060000000000000001",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S04 Gynaecology","692","","48","","42","","0.045","","0.012999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S04 Gynaecology","834","","63","","39","","0.064000000000000001","","0.010999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S04 Gynaecology","1060","","41","","Not peered","","0.010999999999999999","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S04 Gynaecology","862","","35","","Not peered","","0","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S05 Neurosurgery","<5","","NP","","Not peered","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S05 Neurosurgery","12","","131","","Not peered","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S06 Ophthalmology","393","","52","","228","","0.23699999999999999","","0.085999999999999993",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S06 Ophthalmology","635","","612","","230","","0.57599999999999996","","0.085",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S06 Ophthalmology","804","","501","","204","","0.59799999999999998","","0.092999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S06 Ophthalmology","692","","503","","162","","0.60299999999999998","","0.062",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S06 Ophthalmology","1173","","383","","197","","0.52300000000000002","","0.076999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S06 Ophthalmology","1460","","151","","Not peered","","0.18099999999999999","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S06 Ophthalmology","1232","","65","","Not peered","","0.10100000000000001","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S07 Orthopaedic surgery","779","","216","","78","","0.28799999999999998","","0.075999999999999998",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S07 Orthopaedic surgery","717","","163","","79","","0.25700000000000001","","0.08",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S07 Orthopaedic surgery","655","","160","","79","","0.24099999999999999","","0.067000000000000004",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S07 Orthopaedic surgery","607","","227","","79","","0.33100000000000002","","0.060999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S07 Orthopaedic surgery","882","","331","","92","","0.45200000000000001","","0.066000000000000003",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S07 Orthopaedic surgery","851","","223","","Not peered","","0.317","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S07 Orthopaedic surgery","730","","117","","Not peered","","0.063","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S08 Plastic surgery","627","","24","","28","","0.049000000000000002","","0.043999999999999997",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S08 Plastic surgery","461","","21","","30","","0.042999999999999997","","0.039",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S08 Plastic surgery","476","","33","","48","","0.099000000000000005","","0.057000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S08 Plastic surgery","662","","36","","30","","0.079000000000000001","","0.042000000000000003",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S08 Plastic surgery","759","","31","","26","","0.099000000000000005","","0.050999999999999997",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S08 Plastic surgery","759","","27","","Not peered","","0.036999999999999998","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S08 Plastic surgery","923","","24","","Not peered","","0.014","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S09 Urology","1028","","31","","31","","0.053999999999999999","","0.015",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S09 Urology","923","","35","","28","","0.086999999999999994","","0.015",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S09 Urology","906","","39","","27","","0.098000000000000004","","0.014",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S09 Urology","949","","34","","27","","0.125","","0.014",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S09 Urology","1431","","42","","27","","0.11899999999999999","","0.015",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S09 Urology","1448","","25","","Not peered","","0.039","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S09 Urology","1550","","27","","Not peered","","0.016","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S10 Vascular surgery","72","","20","","20","","0","","0.0080000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S10 Vascular surgery","174","","12","","18","","0.0060000000000000001","","0.0080000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S10 Vascular surgery","156","","10","","17","","0.0060000000000000001","","0.012999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S10 Vascular surgery","167","","41","","17","","0.0060000000000000001","","0.010999999999999999",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S10 Vascular surgery","152","","35","","19","","0.012999999999999999","","0.005",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S10 Vascular surgery","145","","39","","Not peered","","0.021000000000000001","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S10 Vascular surgery","106","","36","","Not peered","","0.0089999999999999993","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S11 Other surgery","28","","7","","15","","NP","","0.0080000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S11 Other surgery","44","","70","","17","","NP","","0.019",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S11 Other surgery","12","","6","","10","","NP","","0.041000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S11 Other surgery","10","","7","","12","","NP","","0.0080000000000000002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S11 Other surgery","9","","NP","","11","","NP","","0.002",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S11 Other surgery","14","","10","","Not peered","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S11 Other surgery","11","","13","","Not peered","","NP","","Not peered",""
"Launceston General Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S12 Paediatric surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S02 Ear, nose and throat surgery","140","","23","","68","","0","","0.056000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S02 Ear, nose and throat surgery","127","","23","","79","","0","","0.09",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S02 Ear, nose and throat surgery","136","","23","","71","","0.015","","0.104",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S02 Ear, nose and throat surgery","120","","15","","56","","0","","0.097000000000000003",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S02 Ear, nose and throat surgery","120","","21","","60","","0","","0.088999999999999996",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S02 Ear, nose and throat surgery","133","","22","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S02 Ear, nose and throat surgery","87","","30","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S03 General surgery","661","","28","","30","","0.002","","0.005",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S03 General surgery","580","","25","","29","","0.005","","0.0030000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S03 General surgery","464","","34","","31","","0.002","","0.0030000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S03 General surgery","531","","41","","30","","0.028000000000000001","","0.0030000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S03 General surgery","619","","40","","31","","0.032000000000000001","","0.0040000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S03 General surgery","553","","28","","Not peered","","0.005","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S03 General surgery","490","","29","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S04 Gynaecology","246","","25","","22","","0.0040000000000000001","","0.001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S04 Gynaecology","354","","25","","24","","0.0080000000000000002","","0.002",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S04 Gynaecology","399","","20","","26","","0.012999999999999999","","0.0030000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S04 Gynaecology","421","","23","","24","","0.002","","0.001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S04 Gynaecology","410","","26","","23","","0.002","","0",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S04 Gynaecology","263","","26","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S04 Gynaecology","209","","31","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S06 Ophthalmology","388","","113","","119","","0.039","","0.014",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S06 Ophthalmology","500","","129","","165","","0.35399999999999998","","0.050999999999999997",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S06 Ophthalmology","813","","63","","179","","0.19900000000000001","","0.04",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S06 Ophthalmology","719","","88","","239","","0.221","","0.050999999999999997",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S06 Ophthalmology","719","","325","","238","","0.32400000000000001","","0.045999999999999999",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S06 Ophthalmology","538","","288","","Not peered","","0.053999999999999999","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S06 Ophthalmology","532","","168","","Not peered","","0.025999999999999999","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S07 Orthopaedic surgery","291","","32","","76","","0.0070000000000000001","","0.043999999999999997",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S07 Orthopaedic surgery","222","","27","","70","","0.0089999999999999993","","0.03",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S07 Orthopaedic surgery","160","","33","","77","","0.025","","0.014",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S07 Orthopaedic surgery","126","","38","","70","","0.016","","0.012",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S07 Orthopaedic surgery","116","","34","","72","","0","","0.017999999999999999",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S07 Orthopaedic surgery","88","","52","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S07 Orthopaedic surgery","72","","52","","Not peered","","0.014","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S09 Urology","155","","28","","28","","0.025999999999999999","","0.0030000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S09 Urology","193","","26","","27","","0.005","","0.001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S09 Urology","174","","33","","20","","0.017000000000000001","","0.002",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S09 Urology","171","","32","","22","","0.029000000000000001","","0.002",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S09 Urology","266","","56","","24","","0.052999999999999999","","0.0060000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S09 Urology","205","","37","","Not peered","","0.015","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S09 Urology","238","","34","","Not peered","","0","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S10 Vascular surgery","6","","NP","","28","","NP","","0",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2011–12","S11 Other surgery","11","","20","","16","","NP","","0.0060000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2012–13","S11 Other surgery","31","","28","","16","","NP","","0.014",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2013–14","S11 Other surgery","18","","45","","15","","NP","","0.002",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2014–15","S11 Other surgery","22","","52","","15","","NP","","0.002",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2015–16","S11 Other surgery","44","","35","","16","","NP","","0.0040000000000000001",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2016–17","S11 Other surgery","44","","27","","Not peered","","NP","","Not peered",""
"Mersey Community Hospital","Tas","Tasmanian Health Service","Medium regional hospitals","FY","2017–18","S11 Other surgery","48","","22","","Not peered","","NP","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S02 Ear, nose and throat surgery","128","","29","","76","","0.0080000000000000002","","0.036999999999999998",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S02 Ear, nose and throat surgery","116","","32","","79","","0","","0.051999999999999998",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S02 Ear, nose and throat surgery","107","","34","","73","","0.019","","0.037999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S02 Ear, nose and throat surgery","105","","29","","74","","0.057000000000000002","","0.037999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S02 Ear, nose and throat surgery","130","","27","","93","","0","","0.048000000000000001",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S02 Ear, nose and throat surgery","130","","40","","Not peered","","0","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S02 Ear, nose and throat surgery","126","","46","","Not peered","","0","","Not peered",""
