"Hospital","State","Services"
"Monash Medical Centre [Clayton]","Vic","AIDS unit"
"Monash Medical Centre [Clayton]","Vic","Alcohol and drug unit"
"Monash Medical Centre [Clayton]","Vic","Cardiac surgery unit"
"Monash Medical Centre [Clayton]","Vic","Clinical genetics unit"
"Monash Medical Centre [Clayton]","Vic","Coronary care unit"
"Monash Medical Centre [Clayton]","Vic","Diabetes unit"
"Monash Medical Centre [Clayton]","Vic","Domiciliary care unit"
"Monash Medical Centre [Clayton]","Vic","Emergency department"
"Monash Medical Centre [Clayton]","Vic","Geriatric assessment unit"
"Monash Medical Centre [Clayton]","Vic","Hospice care unit"
"Monash Medical Centre [Clayton]","Vic","Infectious diseases unit"
"Monash Medical Centre [Clayton]","Vic","Intensive care unit"
"Monash Medical Centre [Clayton]","Vic","Maintenance renal dialysis unit"
"Monash Medical Centre [Clayton]","Vic","Major plastic or reconstructive surgery unit"
"Monash Medical Centre [Clayton]","Vic","Neonatal intensive care unit"
"Monash Medical Centre [Clayton]","Vic","Neurosurgical unit"
"Monash Medical Centre [Clayton]","Vic","Obstetric services"
"Monash Medical Centre [Clayton]","Vic","Oncology unit"
"Monash Medical Centre [Clayton]","Vic","Paediatric service"
"Monash Medical Centre [Clayton]","Vic","Pancreas transplantation unit"
"Monash Medical Centre [Clayton]","Vic","Psychiatric unit"
"Monash Medical Centre [Clayton]","Vic","Renal transplantation unit"
"Monash Medical Centre [Clayton]","Vic","Sleep centre"
"Monash Medical Centre [Moorabbin]","Vic","Maintenance renal dialysis unit"
"Monash Medical Centre [Moorabbin]","Vic","Oncology unit"
"Nathalia District Hospital","Vic","Domiciliary care unit"
"Nathalia District Hospital","Vic","Nursing home care unit"
"Northeast Health Wangaratta","Vic","Domiciliary care unit"
"Northeast Health Wangaratta","Vic","Emergency department"
"Northeast Health Wangaratta","Vic","Geriatric assessment unit"
"Northeast Health Wangaratta","Vic","Maintenance renal dialysis unit"
"Northeast Health Wangaratta","Vic","Nursing home care unit"
"Northeast Health Wangaratta","Vic","Obstetric services"
"Northeast Health Wangaratta","Vic","Oncology unit"
"Northeast Health Wangaratta","Vic","Paediatric service"
"Northeast Health Wangaratta","Vic","Rehabilitation unit"
"Numurkah & District Health Service","Vic","Domiciliary care unit"
"Numurkah & District Health Service","Vic","Nursing home care unit"
"Numurkah & District Health Service","Vic","Obstetric services"
"Omeo District Health","Vic","Domiciliary care unit"
"Omeo District Health","Vic","Nursing home care unit"
"Orbost Regional Health","Vic","Domiciliary care unit"
"Orbost Regional Health","Vic","Maintenance renal dialysis unit"
"Orbost Regional Health","Vic","Nursing home care unit"
"Orbost Regional Health","Vic","Obstetric services"
"Orygen Inpatient Unit","Vic","Psychiatric unit"
"Otway Health & Community Services [Apollo Bay]","Vic","Nursing home care unit"
"Peter MacCallum Cancer Centre","Vic","Bone marrow transplantation unit"
"Peter MacCallum Cancer Centre","Vic","Clinical genetics unit"
"Peter MacCallum Cancer Centre","Vic","Geriatric assessment unit"
"Peter MacCallum Cancer Centre","Vic","Infectious diseases unit"
"Peter MacCallum Cancer Centre","Vic","Neurosurgical unit"
"Peter MacCallum Cancer Centre","Vic","Oncology unit"
"Portland District Health","Vic","Alcohol and drug unit"
"Portland District Health","Vic","Domiciliary care unit"
"Portland District Health","Vic","Hospice care unit"
"Portland District Health","Vic","Maintenance renal dialysis unit"
"Portland District Health","Vic","Nursing home care unit"
"Portland District Health","Vic","Obstetric services"
"Portland District Health","Vic","Oncology unit"
"Portland District Health","Vic","Sleep centre"
"Queen Elizabeth Centre [Noble Park]","Vic","Domiciliary care unit"
"Robinvale District Health Services","Vic","Maintenance renal dialysis unit"
"Robinvale District Health Services","Vic","Nursing home care unit"
"Rochester & Elmore District Health Service","Vic","Domiciliary care unit"
"Rochester & Elmore District Health Service","Vic","Nursing home care unit"
"Rosebud Hospital","Vic","Domiciliary care unit"
"Rosebud Hospital","Vic","Emergency department"
"Rosebud Hospital","Vic","Geriatric assessment unit"
"Rosebud Hospital","Vic","Maintenance renal dialysis unit"
"Rosebud Hospital","Vic","Oncology unit"
"Rosebud Hospital","Vic","Rehabilitation unit"
"Royal Children's Hospital [Parkville]","Vic","Acute renal dialysis unit"
"Royal Children's Hospital [Parkville]","Vic","Bone marrow transplantation unit"
"Royal Children's Hospital [Parkville]","Vic","Burns unit"
"Royal Children's Hospital [Parkville]","Vic","Cardiac surgery unit"
"Royal Children's Hospital [Parkville]","Vic","Clinical genetics unit"
"Royal Children's Hospital [Parkville]","Vic","Coronary care unit"
"Royal Children's Hospital [Parkville]","Vic","Diabetes unit"
"Royal Children's Hospital [Parkville]","Vic","Domiciliary care unit"
"Royal Children's Hospital [Parkville]","Vic","Emergency department"
"Royal Children's Hospital [Parkville]","Vic","Epilepsy centre"
"Royal Children's Hospital [Parkville]","Vic","Heart transplantation unit"
"Royal Children's Hospital [Parkville]","Vic","Infectious diseases unit"
"Royal Children's Hospital [Parkville]","Vic","Intensive care unit"
"Royal Children's Hospital [Parkville]","Vic","Liver transplantation unit"
"Royal Children's Hospital [Parkville]","Vic","Maintenance renal dialysis unit"
"Royal Children's Hospital [Parkville]","Vic","Major plastic or reconstructive surgery unit"
"Royal Children's Hospital [Parkville]","Vic","Neonatal intensive care unit"
"Royal Children's Hospital [Parkville]","Vic","Neurosurgical unit"
"Royal Children's Hospital [Parkville]","Vic","Oncology unit"
"Royal Children's Hospital [Parkville]","Vic","Paediatric service"
"Royal Children's Hospital [Parkville]","Vic","Pancreas transplantation unit"
"Royal Children's Hospital [Parkville]","Vic","Psychiatric unit"
"Royal Children's Hospital [Parkville]","Vic","Rehabilitation unit"
"Royal Children's Hospital [Parkville]","Vic","Renal transplantation unit"
"Royal Melbourne Hospital [Parkville]","Vic","Acute renal dialysis unit"
"Royal Melbourne Hospital [Parkville]","Vic","Bone marrow transplantation unit"
"Royal Melbourne Hospital [Parkville]","Vic","Cardiac surgery unit"
"Royal Melbourne Hospital [Parkville]","Vic","Clinical genetics unit"
"Royal Melbourne Hospital [Parkville]","Vic","Coronary care unit"
"Royal Melbourne Hospital [Parkville]","Vic","Diabetes unit"
"Royal Melbourne Hospital [Parkville]","Vic","Emergency department"
"Royal Melbourne Hospital [Parkville]","Vic","Epilepsy centre"
"Royal Melbourne Hospital [Parkville]","Vic","Hospice care unit"
"Royal Melbourne Hospital [Parkville]","Vic","Infectious diseases unit"
"Royal Melbourne Hospital [Parkville]","Vic","Intensive care unit"
"Royal Melbourne Hospital [Parkville]","Vic","Maintenance renal dialysis unit"
"Royal Melbourne Hospital [Parkville]","Vic","Major plastic or reconstructive surgery unit"
"Royal Melbourne Hospital [Parkville]","Vic","Neurosurgical unit"
"Royal Melbourne Hospital [Parkville]","Vic","Psychiatric unit"
"Royal Melbourne Hospital [Parkville]","Vic","Renal transplantation unit"
"Royal Melbourne Hospital [Parkville]","Vic","Sleep centre"
"Royal Melbourne Hospital- Royal Park Campus","Vic","Domiciliary care unit"
"Royal Melbourne Hospital- Royal Park Campus","Vic","Geriatric assessment unit"
"Royal Melbourne Hospital- Royal Park Campus","Vic","Maintenance renal dialysis unit"
"Royal Melbourne Hospital- Royal Park Campus","Vic","Nursing home care unit"
"Royal Melbourne Hospital- Royal Park Campus","Vic","Rehabilitation unit"
"Royal Talbot Rehabilitation Centre [Kew]","Vic","Acute spinal cord injury unit"
"Royal Talbot Rehabilitation Centre [Kew]","Vic","Domiciliary care unit"
"Royal Talbot Rehabilitation Centre [Kew]","Vic","Nursing home care unit"
"Royal Talbot Rehabilitation Centre [Kew]","Vic","Psychiatric unit"
"Royal Talbot Rehabilitation Centre [Kew]","Vic","Rehabilitation unit"
"Royal Women's Hospital [Parkville]","Vic","Alcohol and drug unit"
"Royal Women's Hospital [Parkville]","Vic","Clinical genetics unit"
"Royal Women's Hospital [Parkville]","Vic","Diabetes unit"
"Royal Women's Hospital [Parkville]","Vic","Domiciliary care unit"
"Royal Women's Hospital [Parkville]","Vic","Emergency department"
"Royal Women's Hospital [Parkville]","Vic","In vitro fertilisation unit"
"Royal Women's Hospital [Parkville]","Vic","Infectious diseases unit"
"Royal Women's Hospital [Parkville]","Vic","Neonatal intensive care unit"
"Royal Women's Hospital [Parkville]","Vic","Obstetric services"
"Royal Women's Hospital [Parkville]","Vic","Oncology unit"
"Rural Northwest Health [Hopetoun]","Vic","Nursing home care unit"
"Rural Northwest Health [Warracknabeal]","Vic","Domiciliary care unit"
"Rural Northwest Health [Warracknabeal]","Vic","Nursing home care unit"
"Sandringham Hospital","Vic","Emergency department"
"Sandringham Hospital","Vic","Maintenance renal dialysis unit"
"Seymour District Memorial Hospital","Vic","Domiciliary care unit"
"Seymour District Memorial Hospital","Vic","Maintenance renal dialysis unit"
"Seymour District Memorial Hospital","Vic","Nursing home care unit"
"Seymour District Memorial Hospital","Vic","Oncology unit"
"South Gippsland Hospital [Foster]","Vic","Domiciliary care unit"
"South Gippsland Hospital [Foster]","Vic","Obstetric services"
"South West Healthcare [Camperdown]","Vic","Domiciliary care unit"
"South West Healthcare [Camperdown]","Vic","Nursing home care unit"
"South West Healthcare [Camperdown]","Vic","Obstetric services"
"South West Healthcare [Warrnambool]","Vic","Alcohol and drug unit"
"South West Healthcare [Warrnambool]","Vic","Coronary care unit"
"South West Healthcare [Warrnambool]","Vic","Domiciliary care unit"
"South West Healthcare [Warrnambool]","Vic","Emergency department"
"South West Healthcare [Warrnambool]","Vic","Geriatric assessment unit"
"South West Healthcare [Warrnambool]","Vic","Hospice care unit"
"South West Healthcare [Warrnambool]","Vic","Maintenance renal dialysis unit"
"South West Healthcare [Warrnambool]","Vic","Obstetric services"
"South West Healthcare [Warrnambool]","Vic","Oncology unit"
"South West Healthcare [Warrnambool]","Vic","Paediatric service"
"South West Healthcare [Warrnambool]","Vic","Psychiatric unit"
"South West Healthcare [Warrnambool]","Vic","Rehabilitation unit"
"St George's Health Service- Aged Care","Vic","Domiciliary care unit"
"St George's Health Service- Aged Care","Vic","Geriatric assessment unit"
"St George's Health Service- Aged Care","Vic","Maintenance renal dialysis unit"
"St George's Health Service- Aged Care","Vic","Nursing home care unit"
"St George's Health Service- Aged Care","Vic","Psychiatric unit"
"St George's Health Service- Aged Care","Vic","Rehabilitation unit"
"St Vincent's Hospital [Fitzroy]","Vic","Acute renal dialysis unit"
"St Vincent's Hospital [Fitzroy]","Vic","Alcohol and drug unit"
"St Vincent's Hospital [Fitzroy]","Vic","Bone marrow transplantation unit"
"St Vincent's Hospital [Fitzroy]","Vic","Cardiac surgery unit"
"St Vincent's Hospital [Fitzroy]","Vic","Clinical genetics unit"
"St Vincent's Hospital [Fitzroy]","Vic","Coronary care unit"
"St Vincent's Hospital [Fitzroy]","Vic","Diabetes unit"
"St Vincent's Hospital [Fitzroy]","Vic","Domiciliary care unit"
"St Vincent's Hospital [Fitzroy]","Vic","Emergency department"
"St Vincent's Hospital [Fitzroy]","Vic","Epilepsy centre"
"St Vincent's Hospital [Fitzroy]","Vic","Geriatric assessment unit"
"St Vincent's Hospital [Fitzroy]","Vic","Hospice care unit"
"St Vincent's Hospital [Fitzroy]","Vic","Infectious diseases unit"
"St Vincent's Hospital [Fitzroy]","Vic","Intensive care unit"
"St Vincent's Hospital [Fitzroy]","Vic","Maintenance renal dialysis unit"
"St Vincent's Hospital [Fitzroy]","Vic","Major plastic or reconstructive surgery unit"
"St Vincent's Hospital [Fitzroy]","Vic","Neurosurgical unit"
"St Vincent's Hospital [Fitzroy]","Vic","Oncology unit"
"St Vincent's Hospital [Fitzroy]","Vic","Pancreas transplantation unit"
"St Vincent's Hospital [Fitzroy]","Vic","Psychiatric unit"
"St Vincent's Hospital [Fitzroy]","Vic","Rehabilitation unit"
"St Vincent's Hospital [Fitzroy]","Vic","Renal transplantation unit"
"St Vincent's Hospital [Fitzroy]","Vic","Sleep centre"
"Stawell Regional Health","Vic","Nursing home care unit"
"Stawell Regional Health","Vic","Oncology unit"
"Sunbury Day Hospital","Vic","Maintenance renal dialysis unit"
"Sunshine Hospital","Vic","Acute renal dialysis unit"
"Sunshine Hospital","Vic","Coronary care unit"
"Sunshine Hospital","Vic","Diabetes unit"
"Sunshine Hospital","Vic","Domiciliary care unit"
"Sunshine Hospital","Vic","Emergency department"
"Sunshine Hospital","Vic","Geriatric assessment unit"
"Sunshine Hospital","Vic","Infectious diseases unit"
"Sunshine Hospital","Vic","Intensive care unit"
"Sunshine Hospital","Vic","Maintenance renal dialysis unit"
"Sunshine Hospital","Vic","Neonatal intensive care unit"
"Sunshine Hospital","Vic","Obstetric services"
"Sunshine Hospital","Vic","Oncology unit"
"Sunshine Hospital","Vic","Paediatric service"
"Sunshine Hospital","Vic","Psychiatric unit"
"Sunshine Hospital","Vic","Rehabilitation unit"
"Swan Hill District Health [Nyah]","Vic","Nursing home care unit"
"Swan Hill District Health [Swan Hill]","Vic","Domiciliary care unit"
"Swan Hill District Health [Swan Hill]","Vic","Emergency department"
"Swan Hill District Health [Swan Hill]","Vic","Maintenance renal dialysis unit"
"Swan Hill District Health [Swan Hill]","Vic","Nursing home care unit"
"Swan Hill District Health [Swan Hill]","Vic","Obstetric services"
"Tallangatta Health Service","Vic","Domiciliary care unit"
"Tallangatta Health Service","Vic","Nursing home care unit"
"Terang & Mortlake Health Service [Terang]","Vic","Domiciliary care unit"
"Terang & Mortlake Health Service [Terang]","Vic","Maintenance renal dialysis unit"
"Terang & Mortlake Health Service [Terang]","Vic","Nursing home care unit"
"Terang & Mortlake Health Service [Terang]","Vic","Obstetric services"
"The Alfred","Vic","Acute renal dialysis unit"
"The Alfred","Vic","AIDS unit"
"The Alfred","Vic","Bone marrow transplantation unit"
"The Alfred","Vic","Burns unit"
"The Alfred","Vic","Cardiac surgery unit"
"The Alfred","Vic","Coronary care unit"
"The Alfred","Vic","Diabetes unit"
"The Alfred","Vic","Emergency department"
"The Alfred","Vic","Heart transplantation unit"
"The Alfred","Vic","Hospice care unit"
"The Alfred","Vic","Infectious diseases unit"
"The Alfred","Vic","Intensive care unit"
"The Alfred","Vic","Maintenance renal dialysis unit"
"The Alfred","Vic","Major plastic or reconstructive surgery unit"
"The Alfred","Vic","Neurosurgical unit"
"The Alfred","Vic","Oncology unit"
"The Alfred","Vic","Psychiatric unit"
"The Alfred","Vic","Renal transplantation unit"
"The Alfred","Vic","Sleep centre"
"The Bendigo Hospital","Vic","Coronary care unit"
"The Bendigo Hospital","Vic","Domiciliary care unit"
"The Bendigo Hospital","Vic","Emergency department"
"The Bendigo Hospital","Vic","Geriatric assessment unit"
"The Bendigo Hospital","Vic","Hospice care unit"
"The Bendigo Hospital","Vic","Intensive care unit"
"The Bendigo Hospital","Vic","Maintenance renal dialysis unit"
"The Bendigo Hospital","Vic","Nursing home care unit"
"The Bendigo Hospital","Vic","Obstetric services"
"The Bendigo Hospital","Vic","Oncology unit"
"The Bendigo Hospital","Vic","Paediatric service"
"The Bendigo Hospital","Vic","Psychiatric unit"
"The Bendigo Hospital","Vic","Rehabilitation unit"
"The Kilmore & District Hospital","Vic","Domiciliary care unit"
"The Kilmore & District Hospital","Vic","Geriatric assessment unit"
"The Kilmore & District Hospital","Vic","Nursing home care unit"
"The Kilmore & District Hospital","Vic","Obstetric services"
"The Kilmore & District Hospital","Vic","Oncology unit"
"The McKellar Centre","Vic","Geriatric assessment unit"
"The McKellar Centre","Vic","Nursing home care unit"
"The McKellar Centre","Vic","Paediatric service"
"The McKellar Centre","Vic","Psychiatric unit"
"The McKellar Centre","Vic","Rehabilitation unit"
"The Mornington Centre","Vic","Geriatric assessment unit"
"The Mornington Centre","Vic","Rehabilitation unit"
"The Northern Hospital [Epping]","Vic","Acute renal dialysis unit"
"The Northern Hospital [Epping]","Vic","Cardiac surgery unit"
"The Northern Hospital [Epping]","Vic","Coronary care unit"
"The Northern Hospital [Epping]","Vic","Diabetes unit"
"The Northern Hospital [Epping]","Vic","Domiciliary care unit"
"The Northern Hospital [Epping]","Vic","Emergency department"
"The Northern Hospital [Epping]","Vic","Hospice care unit"
"The Northern Hospital [Epping]","Vic","Infectious diseases unit"
"The Northern Hospital [Epping]","Vic","Intensive care unit"
"The Northern Hospital [Epping]","Vic","Maintenance renal dialysis unit"
"The Northern Hospital [Epping]","Vic","Major plastic or reconstructive surgery unit"
"The Northern Hospital [Epping]","Vic","Obstetric services"
"The Northern Hospital [Epping]","Vic","Oncology unit"
"The Northern Hospital [Epping]","Vic","Paediatric service"
"The Northern Hospital [Epping]","Vic","Psychiatric unit"
"The Peter James Centre [East Burwood]","Vic","Geriatric assessment unit"
"The Peter James Centre [East Burwood]","Vic","Maintenance renal dialysis unit"
"The Peter James Centre [East Burwood]","Vic","Nursing home care unit"
"The Peter James Centre [East Burwood]","Vic","Psychiatric unit"
"The Peter James Centre [East Burwood]","Vic","Rehabilitation unit"
"The Royal Victorian Eye & Ear Hospital","Vic","Clinical genetics unit"
"The Royal Victorian Eye & Ear Hospital","Vic","Emergency department"
"Timboon & District Healthcare Service","Vic","Domiciliary care unit"
"Timboon & District Healthcare Service","Vic","Nursing home care unit"
"Tweddle Child & Family Health Centre [Footscray]","Vic","Domiciliary care unit"
"University Hospital Geelong","Vic","Acute renal dialysis unit"
"University Hospital Geelong","Vic","Alcohol and drug unit"
"University Hospital Geelong","Vic","Bone marrow transplantation unit"
"University Hospital Geelong","Vic","Cardiac surgery unit"
"University Hospital Geelong","Vic","Clinical genetics unit"
"University Hospital Geelong","Vic","Coronary care unit"
"University Hospital Geelong","Vic","Diabetes unit"
"University Hospital Geelong","Vic","Domiciliary care unit"
"University Hospital Geelong","Vic","Emergency department"
"University Hospital Geelong","Vic","Epilepsy centre"
"University Hospital Geelong","Vic","Geriatric assessment unit"
"University Hospital Geelong","Vic","Hospice care unit"
"University Hospital Geelong","Vic","Infectious diseases unit"
"University Hospital Geelong","Vic","Intensive care unit"
"University Hospital Geelong","Vic","Maintenance renal dialysis unit"
"University Hospital Geelong","Vic","Major plastic or reconstructive surgery unit"
"University Hospital Geelong","Vic","Nursing home care unit"
"University Hospital Geelong","Vic","Obstetric services"
"University Hospital Geelong","Vic","Oncology unit"
"University Hospital Geelong","Vic","Paediatric service"
"University Hospital Geelong","Vic","Psychiatric unit"
"Upper Murray Health & Community Services [Corryong]","Vic","Domiciliary care unit"
"Upper Murray Health & Community Services [Corryong]","Vic","Maintenance renal dialysis unit"
"Upper Murray Health & Community Services [Corryong]","Vic","Nursing home care unit"
"Ursula Frayne Centre","Vic","Psychiatric unit"
"Victorian Institute of Forensic Mental Health","Vic","Psychiatric unit"
"Victorian Institute of Forensic Mental Health Prison Health Service","Vic","Psychiatric unit"
"Wantirna Health","Vic","Geriatric assessment unit"
"Wantirna Health","Vic","Hospice care unit"
"Werribee Mercy Hospital","Vic","Domiciliary care unit"
"Werribee Mercy Hospital","Vic","Emergency department"
"Werribee Mercy Hospital","Vic","Geriatric assessment unit"
"Werribee Mercy Hospital","Vic","Hospice care unit"
"Werribee Mercy Hospital","Vic","Maintenance renal dialysis unit"
"Werribee Mercy Hospital","Vic","Obstetric services"
"Werribee Mercy Hospital","Vic","Paediatric service"
"Werribee Mercy Hospital","Vic","Psychiatric unit"
"Werribee Mercy Hospital","Vic","Rehabilitation unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Domiciliary care unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Emergency department"
"West Gippsland Healthcare Group [Warragul]","Vic","Geriatric assessment unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Maintenance renal dialysis unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Nursing home care unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Obstetric services"
"West Gippsland Healthcare Group [Warragul]","Vic","Oncology unit"
"West Gippsland Healthcare Group [Warragul]","Vic","Paediatric service"
"West Wimmera Health Service [Jeparit]","Vic","Domiciliary care unit"
"West Wimmera Health Service [Jeparit]","Vic","Nursing home care unit"
"West Wimmera Health Service [Kaniva]","Vic","Domiciliary care unit"
"West Wimmera Health Service [Kaniva]","Vic","Nursing home care unit"
"West Wimmera Health Service [Nhill]","Vic","Domiciliary care unit"
"West Wimmera Health Service [Nhill]","Vic","Maintenance renal dialysis unit"
"West Wimmera Health Service [Nhill]","Vic","Nursing home care unit"
"West Wimmera Health Service [Rainbow]","Vic","Domiciliary care unit"
"West Wimmera Health Service [Rainbow]","Vic","Nursing home care unit"
"West Wimmera Health Service [Rupanyup]","Vic","Domiciliary care unit"
"West Wimmera Health Service [Rupanyup]","Vic","Nursing home care unit"
"Western District Health Service [Coleraine District Health Service]","Vic","Nursing home care unit"
"Western District Health Service [Hamilton]","Vic","Coronary care unit"
"Western District Health Service [Hamilton]","Vic","Domiciliary care unit"
"Western District Health Service [Hamilton]","Vic","Emergency department"
"Western District Health Service [Hamilton]","Vic","Maintenance renal dialysis unit"
"Western District Health Service [Hamilton]","Vic","Nursing home care unit"
"Western District Health Service [Hamilton]","Vic","Obstetric services"
"Western District Health Service [Hamilton]","Vic","Oncology unit"
"Western District Health Service [Hamilton]","Vic","Rehabilitation unit"
"Western District Health Service [Hamilton]","Vic","Sleep centre"
"Western District Health Service [Penshurst]","Vic","Nursing home care unit"
"Western Hospital [Footscray]","Vic","Acute renal dialysis unit"
"Western Hospital [Footscray]","Vic","Alcohol and drug unit"
"Western Hospital [Footscray]","Vic","Coronary care unit"
"Western Hospital [Footscray]","Vic","Diabetes unit"
"Western Hospital [Footscray]","Vic","Emergency department"
"Western Hospital [Footscray]","Vic","Geriatric assessment unit"
"Western Hospital [Footscray]","Vic","Infectious diseases unit"
"Western Hospital [Footscray]","Vic","Intensive care unit"
"Western Hospital [Footscray]","Vic","Maintenance renal dialysis unit"
"Western Hospital [Footscray]","Vic","Major plastic or reconstructive surgery unit"
"Western Hospital [Footscray]","Vic","Neurosurgical unit"
"Western Hospital [Footscray]","Vic","Psychiatric unit"
"Western Hospital [Footscray]","Vic","Rehabilitation unit"
"Western Hospital [Footscray]","Vic","Sleep centre"
"Williamstown Hospital","Vic","Emergency department"
"Williamstown Hospital","Vic","Geriatric assessment unit"
"Williamstown Hospital","Vic","Maintenance renal dialysis unit"
"Williamstown Hospital","Vic","Rehabilitation unit"
"Wimmera Base Hospital [Horsham]","Vic","Coronary care unit"
"Wimmera Base Hospital [Horsham]","Vic","Diabetes unit"
"Wimmera Base Hospital [Horsham]","Vic","Domiciliary care unit"
"Wimmera Base Hospital [Horsham]","Vic","Emergency department"
"Wimmera Base Hospital [Horsham]","Vic","Geriatric assessment unit"
"Wimmera Base Hospital [Horsham]","Vic","Hospice care unit"
"Wimmera Base Hospital [Horsham]","Vic","Maintenance renal dialysis unit"
"Wimmera Base Hospital [Horsham]","Vic","Nursing home care unit"
"Wimmera Base Hospital [Horsham]","Vic","Obstetric services"
"Wimmera Base Hospital [Horsham]","Vic","Oncology unit"
"Wimmera Base Hospital [Horsham]","Vic","Rehabilitation unit"
"Women's at Sandringham","Vic","Domiciliary care unit"
"Women's at Sandringham","Vic","Obstetric services"
"Yarra Ranges Health","Vic","Oncology unit"
"Yarram & District Health Service","Vic","Domiciliary care unit"
"Yarram & District Health Service","Vic","Maintenance renal dialysis unit"
"Yarram & District Health Service","Vic","Nursing home care unit"
"Yarram & District Health Service","Vic","Rehabilitation unit"
"Yarrawonga District Health Service","Vic","Domiciliary care unit"
"Yarrawonga District Health Service","Vic","Maintenance renal dialysis unit"
"Yarrawonga District Health Service","Vic","Nursing home care unit"
"Yarrawonga District Health Service","Vic","Obstetric services"
"Yea & District Memorial Hospital","Vic","Domiciliary care unit"
"Yea & District Memorial Hospital","Vic","Nursing home care unit"
"Alpha Hospital","Qld","Nursing home care unit"
"Atherton Hospital","Qld","Obstetric services"
"Augathella Hospital","Qld","Alcohol and drug unit"
"Augathella Hospital","Qld","Domiciliary care unit"
"Augathella Hospital","Qld","Geriatric assessment unit"
"Augathella Hospital","Qld","Hospice care unit"
"Augathella Hospital","Qld","Nursing home care unit"
"Augathella Hospital","Qld","Paediatric service"
"Ayr Hospital","Qld","Obstetric services"
"Babinda Hospital","Qld","Domiciliary care unit"
"Babinda Hospital","Qld","Nursing home care unit"
"Baillie Henderson Hospital","Qld","Psychiatric unit"
"Barcaldine Hospital","Qld","Domiciliary care unit"
"Barcaldine Hospital","Qld","Nursing home care unit"
"Beaudesert Hospital","Qld","Obstetric services"
"Beaudesert Hospital","Qld","Paediatric service"
"Biloela Hospital","Qld","Obstetric services"
"Bowen Hospital","Qld","Oncology unit"
"Bundaberg Base Hospital","Qld","Acute renal dialysis unit"
"Bundaberg Base Hospital","Qld","Coronary care unit"
"Bundaberg Base Hospital","Qld","Emergency department"
"Bundaberg Base Hospital","Qld","Hospice care unit"
"Bundaberg Base Hospital","Qld","Maintenance renal dialysis unit"
"Bundaberg Base Hospital","Qld","Obstetric services"
"Bundaberg Base Hospital","Qld","Oncology unit"
"Bundaberg Base Hospital","Qld","Paediatric service"
"Bundaberg Base Hospital","Qld","Psychiatric unit"
"Bundaberg Base Hospital","Qld","Rehabilitation unit"
"Caboolture Hospital","Qld","Emergency department"
"Caboolture Hospital","Qld","Geriatric assessment unit"
"Caboolture Hospital","Qld","Obstetric services"
"Caboolture Hospital","Qld","Paediatric service"
"Caboolture Hospital","Qld","Psychiatric unit"
"Cairns Hospital","Qld","Acute renal dialysis unit"
"Cairns Hospital","Qld","Alcohol and drug unit"
"Cairns Hospital","Qld","Coronary care unit"
"Cairns Hospital","Qld","Diabetes unit"
"Cairns Hospital","Qld","Emergency department"
"Cairns Hospital","Qld","Infectious diseases unit"
"Cairns Hospital","Qld","Intensive care unit"
"Cairns Hospital","Qld","Maintenance renal dialysis unit"
"Cairns Hospital","Qld","Major plastic or reconstructive surgery unit"
"Cairns Hospital","Qld","Obstetric services"
"Cairns Hospital","Qld","Oncology unit"
"Cairns Hospital","Qld","Paediatric service"
"Cairns Hospital","Qld","Psychiatric unit"
"Cairns Hospital","Qld","Rehabilitation unit"
"Cairns Hospital","Qld","Sleep centre"
"Caloundra Hospital","Qld","Acute renal dialysis unit"
"Caloundra Hospital","Qld","Hospice care unit"
"Caloundra Hospital","Qld","Rehabilitation unit"
"Charleville Hospital","Qld","Alcohol and drug unit"
"Charleville Hospital","Qld","Domiciliary care unit"
"Charleville Hospital","Qld","Geriatric assessment unit"
"Charleville Hospital","Qld","Hospice care unit"
"Charleville Hospital","Qld","Nursing home care unit"
"Charleville Hospital","Qld","Obstetric services"
"Charleville Hospital","Qld","Paediatric service"
"Charters Towers Rehabilitation Unit","Qld","Psychiatric unit"
"Cherbourg Hospital","Qld","Domiciliary care unit"
"Cherbourg Hospital","Qld","Maintenance renal dialysis unit"
"Chinchilla Hospital","Qld","Domiciliary care unit"
"Chinchilla Hospital","Qld","Maintenance renal dialysis unit"
"Chinchilla Hospital","Qld","Obstetric services"
"Cloncurry Hospital","Qld","Nursing home care unit"
"Cooktown Hospital","Qld","Domiciliary care unit"
"Cooktown Hospital","Qld","Maintenance renal dialysis unit"
"Cooktown Hospital","Qld","Nursing home care unit"
"Cooktown Hospital","Qld","Obstetric services"
"Cunnamulla Hospital","Qld","Alcohol and drug unit"
"Cunnamulla Hospital","Qld","Domiciliary care unit"
"Cunnamulla Hospital","Qld","Geriatric assessment unit"
"Cunnamulla Hospital","Qld","Hospice care unit"
"Cunnamulla Hospital","Qld","Paediatric service"
"Dalby Hospital","Qld","Domiciliary care unit"
"Dalby Hospital","Qld","Maintenance renal dialysis unit"
"Dalby Hospital","Qld","Obstetric services"
"Dirranbandi Hospital","Qld","Alcohol and drug unit"
"Dirranbandi Hospital","Qld","Domiciliary care unit"
"Dirranbandi Hospital","Qld","Geriatric assessment unit"
"Dirranbandi Hospital","Qld","Hospice care unit"
